student_id,sleep_hours,stress_level,mental_health_rating,exercise_frequency,social_activity,exam_score,health_score,health_category
36874,8.4,4.0,8.8,0,0,92,0.57,Medium
36875,5.1,3.3,8.1,1,3,87,0.5,Medium
36876,9.1,5.2,3.8,0,3,96,0.38,Medium
36877,6.7,3.7,6.0,6,2,96,0.57,Medium
36878,6.1,2.5,10.0,4,2,100,0.7,High
36879,6.7,4.1,4.4,4,3,92,0.46,Medium
36880,5.7,4.4,10.0,2,2,63,0.58,Medium
36881,5.9,1.7,6.8,4,4,97,0.6,Medium
36882,6.5,2.4,5.7,7,2,89,0.61,Medium
36883,6.8,1.8,7.1,0,4,66,0.54,Medium
36884,7.5,10.0,4.9,0,5,79,0.26,Low
36885,6.8,2.4,5.9,4,5,91,0.58,Medium
36886,7.4,4.6,9.1,0,4,71,0.56,Medium
36887,5.7,2.6,5.6,7,5,85,0.6,Medium
36888,5.0,8.3,7.5,7,2,96,0.47,Medium
36889,5.5,3.0,6.0,0,1,70,0.4,Medium
36890,7.1,2.8,6.5,3,2,93,0.56,Medium
36891,8.4,5.7,7.7,5,1,91,0.61,Medium
36892,7.0,3.3,7.1,2,3,86,0.55,Medium
36893,9.7,2.4,7.0,6,2,92,0.74,High
36894,9.5,1.5,7.2,5,4,93,0.76,High
36895,7.1,5.7,4.4,0,1,100,0.31,Low
36896,6.8,5.2,5.5,2,0,73,0.4,Medium
36897,8.0,4.7,9.6,1,0,98,0.59,Medium
36898,8.0,6.0,9.9,4,5,83,0.68,High
36899,8.0,1.0,6.2,0,2,77,0.55,Medium
36900,9.0,5.5,9.4,0,0,100,0.57,Medium
36901,7.9,3.6,6.9,6,4,99,0.66,Medium
36902,4.4,4.5,9.3,7,3,100,0.64,Medium
36903,7.3,8.3,7.3,0,0,84,0.36,Medium
36904,6.1,2.0,6.5,5,2,79,0.6,Medium
36905,8.5,5.2,9.6,2,1,96,0.63,Medium
36906,7.2,3.3,7.2,1,4,86,0.54,Medium
36907,9.0,6.2,5.4,1,4,100,0.45,Medium
36908,6.4,5.1,8.4,6,5,73,0.64,Medium
36909,6.3,4.2,6.4,7,3,67,0.59,Medium
36910,6.5,2.0,10.0,4,2,100,0.72,High
36911,9.1,4.4,8.3,5,4,100,0.71,High
36912,6.1,3.7,6.5,7,2,86,0.6,Medium
36913,7.6,7.4,3.9,4,1,98,0.36,Medium
36914,4.7,6.2,8.9,3,3,100,0.49,Medium
36915,5.5,5.3,5.7,3,5,67,0.43,Medium
36916,9.1,5.8,5.4,4,3,100,0.53,Medium
36917,9.8,8.8,5.1,5,2,93,0.47,Medium
36918,5.0,3.7,6.6,7,5,88,0.59,Medium
36919,7.3,4.5,5.9,0,0,100,0.41,Medium
36920,6.9,4.5,8.9,6,3,92,0.68,High
36921,6.8,7.2,4.6,1,1,93,0.29,Low
36922,6.7,6.0,9.6,4,5,85,0.63,Medium
36923,7.8,7.2,6.7,7,1,93,0.55,Medium
36924,4.7,3.3,6.4,2,2,77,0.44,Medium
36925,6.6,3.5,5.9,3,2,97,0.5,Medium
36926,7.0,5.4,7.1,5,0,93,0.54,Medium
36927,7.7,5.4,6.8,3,5,85,0.54,Medium
36928,8.1,4.1,9.0,2,2,77,0.63,Medium
36929,8.0,6.3,7.6,3,5,83,0.56,Medium
36930,8.2,5.3,6.0,2,3,100,0.49,Medium
36931,10.4,7.3,8.2,5,5,100,0.68,High
36932,8.4,4.2,10.0,0,3,65,0.64,Medium
36933,6.8,4.8,7.8,4,0,100,0.55,Medium
36934,9.3,5.1,5.1,6,4,81,0.6,Medium
36935,4.3,5.5,4.6,4,3,100,0.35,Medium
36936,6.9,6.1,7.7,7,3,100,0.61,Medium
36937,8.4,7.9,6.6,2,1,65,0.43,Medium
36938,8.3,2.2,10.0,4,3,78,0.78,High
36939,8.5,5.4,7.4,2,2,98,0.54,Medium
36940,9.2,4.3,5.7,4,4,100,0.59,Medium
36941,8.5,3.2,6.3,5,2,100,0.63,Medium
36942,11.0,6.5,9.3,7,3,100,0.79,High
36943,7.8,4.0,2.9,1,1,100,0.35,Medium
36944,6.2,6.0,3.5,0,0,88,0.23,Low
36945,6.0,8.0,8.7,0,0,100,0.38,Medium
36946,6.1,10.0,3.6,6,2,100,0.28,Low
36947,8.0,7.2,5.0,2,5,96,0.4,Medium
36948,4.9,7.7,6.8,0,1,100,0.28,Low
36949,9.0,4.4,3.2,3,5,79,0.47,Medium
36950,5.1,6.9,6.6,6,5,96,0.48,Medium
36951,6.7,6.8,4.6,2,0,91,0.32,Low
36952,6.1,6.7,7.4,2,2,92,0.43,Medium
36953,6.7,2.9,3.8,7,3,81,0.54,Medium
36954,7.8,1.6,6.9,4,0,85,0.64,Medium
36955,4.2,2.6,5.4,2,5,63,0.43,Medium
36956,6.5,7.1,3.1,7,1,92,0.37,Medium
36957,8.0,3.8,5.9,7,2,89,0.63,Medium
36958,6.1,6.7,5.2,0,4,100,0.31,Low
36959,9.3,2.9,8.0,4,2,68,0.71,High
36960,6.2,4.3,8.0,1,3,100,0.51,Medium
36961,6.1,7.5,1.4,5,3,94,0.25,Low
36962,8.9,4.0,7.2,2,5,87,0.61,Medium
36963,8.0,5.4,8.0,7,4,100,0.68,High
36964,6.9,3.3,7.0,7,3,86,0.66,Medium
36965,4.0,6.2,5.6,5,1,95,0.37,Medium
36966,7.8,5.5,6.4,7,3,100,0.6,Medium
36967,5.8,4.4,8.3,5,0,97,0.58,Medium
36968,7.9,2.5,8.8,1,2,95,0.64,Medium
36969,7.7,1.2,7.0,6,3,100,0.72,High
36970,10.5,7.3,8.6,0,4,81,0.57,Medium
36971,7.2,3.4,10.0,5,3,100,0.74,High
36972,4.7,5.3,5.9,1,3,74,0.35,Medium
36973,9.4,7.2,8.1,4,5,93,0.62,Medium
36974,7.3,5.5,5.9,3,3,98,0.47,Medium
36975,5.9,3.6,8.6,1,3,96,0.54,Medium
36976,8.3,5.7,6.2,0,5,89,0.46,Medium
36977,8.5,9.4,8.7,7,2,98,0.6,Medium
36978,6.3,4.7,9.8,7,2,94,0.71,High
36979,9.6,2.3,7.0,0,0,100,0.58,Medium
36980,7.7,7.2,6.3,1,1,96,0.39,Medium
36981,7.9,4.1,4.4,0,1,77,0.38,Medium
36982,6.0,8.2,9.1,7,4,72,0.59,Medium
36983,6.1,1.9,5.8,2,5,83,0.52,Medium
36984,9.1,6.3,7.0,5,0,64,0.58,Medium
36985,7.7,5.3,4.6,4,1,81,0.45,Medium
36986,10.1,2.1,8.6,4,1,99,0.77,High
36987,8.7,2.4,6.9,6,0,100,0.69,High
36988,5.6,4.2,9.5,6,4,100,0.68,High
36989,5.8,3.4,6.9,7,5,87,0.63,Medium
36990,6.9,3.9,8.9,7,1,95,0.7,High
36991,6.4,4.3,7.0,5,2,91,0.56,Medium
36992,7.7,3.8,9.7,6,3,100,0.76,High
36993,7.5,6.5,6.5,4,0,95,0.48,Medium
36994,6.1,3.4,5.8,4,5,100,0.53,Medium
36995,9.5,5.2,4.1,1,1,100,0.42,Medium
36996,6.2,1.0,10.0,7,3,99,0.82,High
36997,7.5,2.7,10.0,7,4,96,0.82,High
36998,7.1,7.7,6.5,5,0,100,0.45,Medium
36999,5.9,8.5,7.3,5,2,73,0.44,Medium
37000,5.7,3.4,6.7,1,2,96,0.46,Medium
37001,8.0,7.7,7.2,1,5,77,0.45,Medium
37002,8.0,10.0,5.8,6,2,88,0.43,Medium
37003,7.4,3.3,2.6,3,4,98,0.41,Medium
37004,5.9,2.6,6.5,4,3,100,0.56,Medium
37005,9.2,3.0,10.0,7,4,98,0.87,High
37006,7.1,1.8,7.7,2,2,98,0.61,Medium
37007,7.0,5.7,5.6,3,5,99,0.46,Medium
37008,5.8,1.9,9.9,1,4,100,0.64,Medium
37009,5.0,9.9,6.6,5,5,91,0.37,Medium
37010,5.6,4.4,7.7,6,1,90,0.58,Medium
37011,7.8,2.4,5.3,3,2,100,0.54,Medium
37012,5.0,5.6,10.0,5,4,100,0.62,Medium
37013,10.3,4.6,6.3,1,2,78,0.55,Medium
37014,6.5,2.7,3.5,7,0,100,0.5,Medium
37015,6.6,2.7,6.3,2,4,93,0.53,Medium
37016,7.1,5.7,4.8,6,0,98,0.46,Medium
37017,6.7,4.9,4.6,1,3,86,0.37,Medium
37018,8.4,1.8,10.0,6,4,100,0.85,High
37019,4.5,5.1,5.6,7,2,59,0.47,Medium
37020,5.9,2.4,6.1,0,3,87,0.45,Medium
37021,7.5,5.6,7.5,1,3,77,0.49,Medium
37022,7.8,3.0,9.9,7,5,84,0.83,High
37023,4.0,5.5,3.0,2,5,76,0.24,Low
37024,6.7,7.1,5.4,6,3,78,0.46,Medium
37025,6.2,5.3,6.8,3,5,60,0.5,Medium
37026,7.4,4.3,6.2,2,2,73,0.49,Medium
37027,6.3,2.4,4.4,5,0,85,0.49,Medium
37028,6.7,6.9,8.0,0,2,100,0.42,Medium
37029,5.5,3.0,1.0,7,2,95,0.38,Medium
37030,6.5,2.3,5.7,3,3,65,0.53,Medium
37031,5.6,7.5,6.2,7,2,96,0.46,Medium
37032,6.3,3.1,7.5,3,1,95,0.56,Medium
37033,5.8,6.4,6.6,3,4,100,0.44,Medium
37034,8.6,7.2,7.3,6,2,100,0.59,Medium
37035,8.8,3.8,8.8,3,1,99,0.67,High
37036,6.1,5.4,7.6,5,4,81,0.56,Medium
37037,6.6,6.2,7.1,4,3,100,0.5,Medium
37038,7.5,3.9,8.2,5,2,100,0.66,Medium
37039,7.3,6.1,7.7,6,1,100,0.58,Medium
37040,6.8,4.7,8.4,6,0,84,0.63,Medium
37041,7.0,1.0,8.9,5,1,98,0.74,High
37042,7.4,3.2,3.0,1,1,98,0.36,Medium
37043,8.4,5.6,8.9,2,2,96,0.59,Medium
37044,7.0,7.5,5.2,2,3,80,0.36,Medium
37045,4.2,6.7,6.2,1,1,98,0.29,Low
37046,7.3,6.8,10.0,4,5,89,0.64,Medium
37047,5.7,7.9,6.4,1,4,100,0.34,Medium
37048,7.7,1.3,6.9,5,5,94,0.71,High
37049,7.3,6.3,6.9,0,5,100,0.43,Medium
37050,5.7,4.5,6.6,5,1,74,0.51,Medium
37051,6.7,3.5,3.1,3,1,100,0.38,Medium
37052,9.5,2.0,6.7,7,2,100,0.76,High
37053,5.1,6.8,1.0,0,5,65,0.12,Low
37054,6.6,6.4,10.0,2,5,95,0.58,Medium
37055,6.9,4.7,5.7,1,2,80,0.42,Medium
37056,7.6,6.0,8.6,1,5,72,0.54,Medium
37057,8.4,8.9,4.1,1,5,97,0.31,Low
37058,7.8,4.4,8.3,1,3,95,0.57,Medium
37059,6.3,3.4,9.1,7,3,60,0.72,High
37060,7.3,4.7,7.1,2,1,95,0.5,Medium
37061,8.0,2.9,3.7,4,5,64,0.52,Medium
37062,7.0,3.8,5.6,1,3,100,0.45,Medium
37063,7.3,3.1,9.6,1,1,92,0.62,Medium
37064,7.8,7.0,3.3,7,4,100,0.45,Medium
37065,7.9,4.7,9.9,4,4,67,0.71,High
37066,9.2,7.4,4.4,4,1,100,0.43,Medium
37067,8.6,5.6,9.4,6,1,100,0.71,High
37068,6.2,7.6,6.6,1,1,79,0.34,Medium
37069,6.0,4.0,1.2,5,3,76,0.33,Medium
37070,5.4,6.7,5.3,6,5,95,0.44,Medium
37071,7.1,5.2,7.8,3,2,93,0.54,Medium
37072,5.6,5.7,7.9,5,4,83,0.55,Medium
37073,5.8,7.3,9.4,6,4,100,0.59,Medium
37074,6.4,2.8,5.4,2,5,100,0.49,Medium
37075,7.2,4.7,10.0,3,2,84,0.65,Medium
37076,8.7,4.1,6.4,3,5,88,0.59,Medium
37077,9.3,5.0,5.2,2,5,100,0.51,Medium
37078,6.1,5.2,3.9,2,1,82,0.32,Low
37079,5.3,6.2,5.9,3,4,71,0.4,Medium
37080,5.6,5.9,8.9,3,4,85,0.54,Medium
37081,7.5,7.0,4.9,7,1,95,0.48,Medium
37082,6.9,3.5,6.7,4,4,76,0.58,Medium
37083,6.5,3.0,5.8,3,1,89,0.5,Medium
37084,5.9,3.5,4.9,4,1,74,0.45,Medium
37085,7.6,2.4,5.0,3,5,90,0.55,Medium
37086,7.1,3.0,6.9,2,0,87,0.53,Medium
37087,5.5,5.6,8.6,2,0,100,0.47,Medium
37088,4.6,5.2,4.4,1,5,86,0.3,Low
37089,6.9,4.6,9.3,0,0,91,0.53,Medium
37090,7.4,8.3,8.1,5,1,78,0.52,Medium
37091,8.0,5.4,7.0,7,2,96,0.63,Medium
37092,9.3,5.8,5.1,3,3,100,0.5,Medium
37093,7.0,5.2,6.7,6,2,100,0.57,Medium
37094,6.9,4.4,6.3,3,4,68,0.51,Medium
37095,6.1,4.6,5.4,6,0,73,0.49,Medium
37096,8.4,5.4,3.7,7,1,94,0.5,Medium
37097,7.3,2.4,9.2,1,1,75,0.63,Medium
37098,7.3,4.4,5.9,4,0,73,0.5,Medium
37099,5.8,5.3,9.5,0,3,92,0.5,Medium
37100,7.7,4.2,5.1,0,0,81,0.39,Medium
37101,7.4,5.6,5.0,2,3,66,0.41,Medium
37102,7.2,1.0,6.4,0,2,94,0.54,Medium
37103,9.0,7.3,6.8,0,5,89,0.46,Medium
37104,6.9,5.1,10.0,2,4,100,0.62,Medium
37105,5.6,5.8,4.9,0,0,100,0.28,Low
37106,9.0,5.3,7.1,2,3,92,0.56,Medium
37107,7.0,7.7,4.9,1,5,61,0.33,Low
37108,6.5,4.8,7.5,1,5,100,0.5,Medium
37109,7.1,1.0,8.1,4,3,100,0.7,High
37110,5.3,2.9,7.5,4,5,100,0.59,Medium
37111,6.9,6.9,5.6,5,0,82,0.43,Medium
37112,5.7,6.9,7.5,2,1,97,0.41,Medium
37113,6.3,6.6,7.3,7,0,98,0.54,Medium
37114,6.5,6.8,6.5,7,4,85,0.54,Medium
37115,5.1,5.1,5.0,6,2,98,0.44,Medium
37116,6.1,5.9,5.0,6,3,88,0.46,Medium
37117,8.1,3.7,7.5,6,1,100,0.67,High
37118,4.0,4.0,6.6,5,4,86,0.49,Medium
37119,8.8,6.8,5.6,2,5,75,0.46,Medium
37120,7.5,3.9,6.4,6,0,99,0.59,Medium
37121,8.7,3.2,5.4,7,4,100,0.67,Medium
37122,7.4,2.9,5.9,3,1,66,0.53,Medium
37123,6.0,4.0,5.5,1,5,100,0.43,Medium
37124,8.4,5.4,6.5,3,1,79,0.52,Medium
37125,7.8,5.7,7.0,7,1,90,0.61,Medium
37126,7.1,8.3,6.1,7,3,99,0.49,Medium
37127,5.1,3.4,6.6,3,2,85,0.48,Medium
37128,5.1,6.9,4.3,7,2,82,0.39,Medium
37129,7.1,5.2,7.9,1,4,70,0.51,Medium
37130,5.9,4.1,1.1,5,5,99,0.34,Medium
37131,5.8,4.5,6.8,2,0,82,0.44,Medium
37132,5.7,4.5,9.6,0,1,82,0.51,Medium
37133,5.8,5.9,4.4,2,3,74,0.33,Low
37134,8.1,4.6,5.8,3,4,100,0.53,Medium
37135,8.4,2.6,8.7,0,5,100,0.64,Medium
37136,7.0,5.0,5.5,7,0,96,0.53,Medium
37137,7.5,5.7,5.1,0,1,60,0.35,Medium
37138,8.1,4.1,6.0,6,1,87,0.6,Medium
37139,8.2,3.2,9.7,3,0,100,0.69,High
37140,6.5,6.2,7.2,6,5,66,0.57,Medium
37141,8.1,5.6,10.0,4,5,73,0.7,High
37142,5.9,5.8,4.8,4,3,70,0.4,Medium
37143,5.5,3.9,5.8,1,0,100,0.38,Medium
37144,7.7,3.6,5.2,4,0,75,0.51,Medium
37145,6.1,2.3,6.9,3,2,100,0.56,Medium
37146,6.2,6.8,7.4,3,5,91,0.48,Medium
37147,4.2,3.8,7.5,5,4,100,0.54,Medium
37148,6.9,7.6,7.5,4,3,94,0.49,Medium
37149,5.7,6.2,7.2,3,2,90,0.45,Medium
37150,6.2,7.3,4.4,7,0,67,0.4,Medium
37151,5.7,2.5,7.5,4,4,91,0.6,Medium
37152,6.3,2.3,6.5,6,1,96,0.61,Medium
37153,9.5,6.3,3.4,1,5,90,0.39,Medium
37154,7.8,1.1,7.2,7,3,92,0.76,High
37155,6.3,6.0,5.8,3,4,100,0.43,Medium
37156,7.6,5.5,7.7,3,1,87,0.54,Medium
37157,7.6,6.1,6.2,0,4,81,0.41,Medium
37158,6.7,1.8,6.6,6,0,100,0.63,Medium
37159,8.0,3.7,7.7,3,2,100,0.61,Medium
37160,7.8,1.0,5.8,0,2,100,0.53,Medium
37161,9.5,4.2,5.7,4,4,97,0.6,Medium
37162,5.1,1.0,8.4,6,1,77,0.68,High
37163,7.6,3.4,6.7,5,2,94,0.61,Medium
37164,5.8,4.6,9.7,0,2,81,0.52,Medium
37165,7.1,7.3,5.1,2,5,100,0.38,Medium
37166,8.0,10.0,3.3,7,5,81,0.38,Medium
37167,5.0,5.9,7.1,3,1,100,0.42,Medium
37168,7.9,3.4,6.3,6,1,94,0.62,Medium
37169,6.8,4.6,8.5,6,4,91,0.67,Medium
37170,6.2,1.6,7.7,1,3,65,0.57,Medium
37171,6.1,4.7,5.7,5,0,67,0.47,Medium
37172,5.9,4.0,6.3,7,1,52,0.57,Medium
37173,4.0,4.5,7.1,5,5,100,0.51,Medium
37174,7.7,6.5,8.6,4,1,97,0.57,Medium
37175,7.2,5.9,7.9,4,5,71,0.58,Medium
37176,8.3,4.0,5.4,4,2,85,0.54,Medium
37177,6.3,4.3,6.1,3,4,64,0.49,Medium
37178,9.8,3.4,6.0,1,2,85,0.56,Medium
37179,8.1,5.7,5.3,1,4,73,0.43,Medium
37180,5.4,4.5,5.7,7,0,94,0.5,Medium
37181,6.1,3.9,4.2,1,1,100,0.35,Medium
37182,6.7,1.0,3.0,7,2,100,0.55,Medium
37183,6.6,2.8,7.8,3,3,76,0.6,Medium
37184,5.6,3.8,6.1,6,3,97,0.55,Medium
37185,5.7,7.7,4.8,5,3,80,0.36,Medium
37186,8.1,7.2,3.1,0,1,88,0.25,Low
37187,5.2,3.9,9.5,4,3,98,0.62,Medium
37188,9.1,5.5,7.8,0,5,64,0.55,Medium
37189,7.0,5.7,6.6,0,1,100,0.4,Medium
37190,5.5,6.5,7.5,7,1,91,0.53,Medium
37191,8.7,3.8,1.0,0,5,100,0.31,Low
37192,6.5,7.3,3.7,0,4,100,0.25,Low
37193,4.4,6.6,7.7,3,4,100,0.43,Medium
37194,5.7,5.7,9.7,6,0,85,0.62,Medium
37195,7.5,5.2,8.1,2,2,62,0.54,Medium
37196,6.4,1.9,8.6,0,2,89,0.57,Medium
37197,4.0,5.4,6.8,2,2,94,0.37,Medium
37198,7.5,2.9,7.6,0,3,84,0.55,Medium
37199,8.3,5.1,5.2,5,2,93,0.53,Medium
37200,6.7,7.0,5.2,6,3,47,0.46,Medium
37201,9.1,5.1,6.8,7,3,100,0.67,High
37202,7.7,4.3,5.4,5,3,96,0.55,Medium
37203,7.1,6.5,9.2,5,3,91,0.62,Medium
37204,6.7,4.6,3.4,0,3,78,0.31,Low
37205,5.3,1.6,9.6,7,1,81,0.74,High
37206,5.1,4.4,10.0,5,2,99,0.64,Medium
37207,5.9,2.9,7.2,0,5,99,0.5,Medium
37208,6.7,3.4,8.4,0,4,77,0.55,Medium
37209,7.1,8.8,3.9,6,0,100,0.34,Medium
37210,6.3,6.9,9.2,2,2,93,0.5,Medium
37211,6.2,3.4,9.2,0,1,73,0.54,Medium
37212,8.2,4.9,5.5,5,5,100,0.57,Medium
37213,9.9,2.0,4.1,5,4,94,0.64,Medium
37214,10.0,7.7,1.8,0,0,94,0.24,Low
37215,7.3,6.5,5.6,7,5,86,0.54,Medium
37216,6.4,1.0,5.5,5,0,100,0.58,Medium
37217,9.0,4.2,7.0,5,5,100,0.67,High
37218,4.6,5.5,10.0,7,3,95,0.65,Medium
37219,6.7,5.8,7.9,2,1,70,0.49,Medium
37220,8.4,4.1,5.2,5,0,79,0.54,Medium
37221,6.6,7.3,5.2,3,4,100,0.38,Medium
37222,7.2,2.6,6.2,5,0,100,0.59,Medium
37223,8.0,5.7,9.2,4,5,80,0.66,Medium
37224,4.0,7.8,5.8,3,3,70,0.3,Low
37225,7.3,6.0,7.8,6,0,95,0.58,Medium
37226,5.9,5.0,8.0,5,2,86,0.57,Medium
37227,6.5,1.7,5.2,7,1,94,0.61,Medium
37228,9.0,3.7,7.4,4,2,92,0.65,Medium
37229,6.9,4.2,4.0,6,4,96,0.5,Medium
37230,4.0,5.4,4.3,5,3,71,0.35,Medium
37231,8.4,8.7,3.6,4,1,96,0.34,Medium
37232,6.8,8.8,4.6,6,3,100,0.39,Medium
37233,6.7,4.4,6.8,0,2,68,0.44,Medium
37234,8.1,1.4,7.8,3,1,93,0.67,High
37235,7.4,6.9,5.1,7,3,100,0.5,Medium
37236,4.0,1.0,6.4,1,2,100,0.46,Medium
37237,7.0,5.5,9.5,7,3,84,0.7,High
37238,5.7,7.2,4.8,4,3,88,0.35,Medium
37239,8.7,2.2,8.8,3,3,92,0.72,High
37240,7.3,6.6,8.1,7,3,87,0.63,Medium
37241,8.6,5.1,8.5,6,4,90,0.71,High
37242,8.4,4.0,10.0,6,1,93,0.77,High
37243,5.0,6.7,6.8,1,3,75,0.35,Medium
37244,8.7,7.6,1.8,4,4,85,0.33,Low
37245,8.8,3.8,4.3,0,2,100,0.42,Medium
37246,9.3,4.6,8.9,0,4,81,0.62,Medium
37247,6.0,8.9,2.1,0,0,98,0.09,Low
37248,8.3,2.4,5.0,7,0,93,0.63,Medium
37249,5.7,6.5,8.9,3,3,65,0.51,Medium
37250,7.1,4.8,6.7,0,1,100,0.43,Medium
37251,6.4,4.3,3.9,0,2,84,0.32,Low
37252,6.1,5.9,8.5,7,4,98,0.63,Medium
37253,7.7,2.7,3.1,4,3,100,0.48,Medium
37254,8.8,5.6,6.6,2,3,97,0.52,Medium
37255,6.1,8.9,10.0,5,0,96,0.53,Medium
37256,5.7,7.0,4.5,5,3,94,0.37,Medium
37257,7.9,6.4,5.4,6,1,93,0.5,Medium
37258,6.6,4.4,9.7,2,2,100,0.6,Medium
37259,8.5,8.7,8.6,3,4,95,0.54,Medium
37260,4.1,2.2,7.2,5,3,95,0.56,Medium
37261,9.3,6.7,10.0,7,3,93,0.76,High
37262,5.4,3.5,8.1,5,2,71,0.6,Medium
37263,4.5,8.2,4.4,5,4,78,0.3,Low
37264,7.4,8.4,5.3,3,4,94,0.38,Medium
37265,7.3,3.7,6.4,1,3,96,0.5,Medium
37266,5.6,8.3,4.5,0,4,75,0.22,Low
37267,8.9,5.9,9.7,0,2,100,0.58,Medium
37268,5.7,3.0,6.4,3,0,89,0.49,Medium
37269,7.3,1.8,7.9,0,4,100,0.59,Medium
37270,7.2,6.2,6.5,2,5,73,0.47,Medium
37271,7.9,10.0,8.9,0,2,90,0.41,Medium
37272,7.6,5.0,7.5,0,0,97,0.46,Medium
37273,9.9,1.5,7.9,5,4,100,0.8,High
37274,4.7,5.5,8.2,2,3,78,0.46,Medium
37275,8.1,5.0,8.3,2,0,100,0.56,Medium
37276,6.5,9.8,7.4,6,1,94,0.44,Medium
37277,8.6,5.8,8.3,2,1,72,0.56,Medium
37278,7.2,4.5,6.0,7,3,100,0.6,Medium
37279,6.5,3.3,3.4,1,2,100,0.35,Medium
37280,7.3,5.6,6.9,0,0,51,0.41,Medium
37281,4.4,6.6,5.6,6,4,93,0.42,Medium
37282,7.5,3.3,6.2,7,2,91,0.64,Medium
37283,7.9,5.9,10.0,6,5,100,0.73,High
37284,7.1,8.0,4.5,1,1,82,0.28,Low
37285,7.8,1.2,8.8,5,4,79,0.78,High
37286,7.7,2.5,6.0,4,4,99,0.61,Medium
37287,7.5,10.0,3.5,2,3,100,0.23,Low
37288,9.2,2.9,6.8,1,4,98,0.6,Medium
37289,8.6,5.1,8.2,4,5,100,0.66,Medium
37290,6.3,4.3,6.9,4,2,100,0.53,Medium
37291,4.4,4.5,9.2,0,2,66,0.46,Medium
37292,5.0,2.5,10.0,6,4,68,0.73,High
37293,7.7,5.1,6.6,1,4,94,0.48,Medium
37294,6.3,4.5,7.7,1,4,100,0.5,Medium
37295,9.9,4.2,3.4,1,5,94,0.46,Medium
37296,5.4,7.5,4.9,2,0,54,0.27,Low
37297,8.7,7.1,4.8,4,1,71,0.44,Medium
37298,5.9,4.9,8.0,0,1,71,0.44,Medium
37299,7.6,7.7,5.4,2,3,97,0.38,Medium
37300,6.1,6.4,6.4,1,4,100,0.39,Medium
37301,6.9,6.3,10.0,0,4,92,0.54,Medium
37302,6.3,4.9,4.7,1,4,96,0.37,Medium
37303,8.1,6.5,8.6,4,1,94,0.59,Medium
37304,9.1,5.0,5.1,5,0,100,0.54,Medium
37305,5.6,6.9,5.1,0,2,98,0.27,Low
37306,6.7,3.1,9.3,6,4,100,0.74,High
37307,8.7,4.4,6.0,1,4,85,0.51,Medium
37308,8.1,7.1,5.1,1,2,99,0.37,Medium
37309,6.9,4.6,6.5,2,2,100,0.48,Medium
37310,6.5,4.7,5.5,2,2,70,0.42,Medium
37311,5.1,8.0,7.0,7,2,91,0.46,Medium
37312,5.0,6.7,4.9,1,0,84,0.25,Low
37313,6.4,1.8,7.5,1,3,91,0.56,Medium
37314,8.7,5.8,7.0,1,3,81,0.51,Medium
37315,7.4,8.2,4.1,7,3,79,0.42,Medium
37316,4.4,10.0,10.0,6,0,96,0.47,Medium
37317,7.7,6.8,5.0,6,5,98,0.5,Medium
37318,5.8,5.8,6.2,7,1,100,0.51,Medium
37319,9.1,2.1,10.0,4,4,93,0.82,High
37320,6.2,6.1,7.3,7,3,77,0.57,Medium
37321,7.1,7.3,5.3,4,4,76,0.42,Medium
37322,6.5,3.1,5.2,1,2,95,0.43,Medium
37323,9.2,2.4,9.6,0,1,98,0.68,High
37324,7.0,3.8,8.2,4,0,95,0.6,Medium
37325,5.2,4.3,6.1,2,5,100,0.44,Medium
37326,5.0,7.7,5.2,3,2,72,0.3,Low
37327,7.0,7.4,8.4,3,1,87,0.49,Medium
37328,4.1,6.6,4.9,3,1,100,0.28,Low
37329,6.9,2.3,4.6,1,5,83,0.47,Medium
37330,6.2,4.3,3.9,5,0,78,0.42,Medium
37331,5.3,3.7,6.8,7,1,87,0.57,Medium
37332,7.0,4.7,4.0,7,3,90,0.51,Medium
37333,8.0,6.5,6.7,2,5,98,0.49,Medium
37334,8.1,2.2,8.7,1,1,74,0.64,Medium
37335,8.1,7.7,7.5,0,5,100,0.45,Medium
37336,5.6,6.0,7.9,5,0,83,0.51,Medium
37337,7.7,6.9,7.4,0,3,98,0.43,Medium
37338,5.0,3.5,9.2,5,3,68,0.63,Medium
37339,8.6,5.5,6.1,0,1,84,0.43,Medium
37340,7.5,6.8,6.7,6,3,83,0.55,Medium
37341,7.2,6.4,5.7,2,5,100,0.43,Medium
37342,5.3,1.0,7.8,0,0,89,0.51,Medium
37343,7.2,3.9,4.9,2,2,74,0.44,Medium
37344,8.1,4.7,6.4,0,2,96,0.46,Medium
37345,5.5,2.5,5.9,1,0,100,0.43,Medium
37346,8.1,5.6,6.9,1,3,100,0.49,Medium
37347,7.0,4.8,9.7,3,2,100,0.63,Medium
37348,4.6,1.2,3.0,5,0,91,0.42,Medium
37349,5.8,6.0,7.4,2,3,100,0.45,Medium
37350,8.6,5.2,7.0,7,0,97,0.64,Medium
37351,4.0,5.0,7.6,0,2,68,0.37,Medium
37352,6.3,2.5,8.6,0,0,91,0.54,Medium
37353,4.6,2.4,7.9,6,1,87,0.61,Medium
37354,7.0,6.5,9.6,6,4,95,0.66,Medium
37355,6.3,5.9,9.4,5,4,80,0.62,Medium
37356,4.0,3.8,6.9,0,1,80,0.37,Medium
37357,8.4,1.7,10.0,7,0,88,0.85,High
37358,8.5,3.7,7.9,6,2,100,0.7,High
37359,7.1,4.3,5.3,1,4,93,0.44,Medium
