sleep_hours,stress_level,mental_health_rating,exercise_frequency,social_activity,exam_score,health_score,health_category
5.0,5.2,5.2,1,2,91,0.32,Low
6.4,6.4,6.0,2,1,98,0.38,Medium
8.0,7.6,8.1,0,5,100,0.47,Medium
7.1,1.0,5.7,2,5,96,0.58,Medium
8.9,6.1,9.3,5,1,100,0.67,High
10.1,5.5,7.9,4,2,100,0.66,Medium
4.8,6.3,7.4,4,2,86,0.45,Medium
10.2,6.4,8.9,1,4,57,0.62,Medium
8.9,2.7,5.3,5,5,81,0.64,Medium
6.0,1.0,6.6,3,0,93,0.56,Medium
8.3,6.4,8.3,0,1,74,0.49,Medium
6.6,5.1,5.5,2,1,74,0.41,Medium
7.1,5.0,9.3,1,0,100,0.54,Medium
6.5,4.2,8.6,0,1,88,0.5,Medium
6.3,5.9,10.0,2,3,100,0.57,Medium
9.6,4.2,8.3,0,3,94,0.61,Medium
7.2,3.4,10.0,7,2,85,0.78,High
6.9,3.0,6.1,7,4,100,0.64,Medium
5.5,4.7,6.8,1,3,94,0.43,Medium
7.2,6.1,8.1,6,1,100,0.6,Medium
8.4,1.0,9.9,4,0,100,0.79,High
7.1,8.1,5.5,4,4,83,0.41,Medium
8.4,6.1,8.9,5,1,99,0.64,Medium
5.0,7.5,4.1,2,1,94,0.23,Low
9.0,2.9,6.1,4,1,79,0.62,Medium
5.1,5.1,4.4,7,5,86,0.47,Medium
6.4,6.5,3.4,0,0,100,0.22,Low
6.8,5.7,7.1,7,3,100,0.59,Medium
4.9,7.3,5.0,0,0,68,0.22,Low
6.6,5.9,7.8,1,5,58,0.48,Medium
6.6,5.4,5.9,1,1,53,0.39,Medium
5.4,4.9,4.0,7,5,100,0.46,Medium
7.1,4.8,6.6,1,0,100,0.44,Medium
8.0,2.6,8.4,2,4,97,0.66,Medium
5.5,6.0,8.5,6,2,100,0.57,Medium
6.9,6.3,8.9,6,2,97,0.62,Medium
7.1,1.0,7.5,4,5,94,0.7,High
8.4,5.1,8.0,3,0,76,0.58,Medium
7.9,4.6,9.6,1,0,100,0.59,Medium
6.6,6.1,5.1,4,5,76,0.44,Medium
9.0,5.3,6.6,4,0,89,0.56,Medium
9.1,5.0,6.7,1,5,93,0.54,Medium
7.3,4.6,5.2,4,5,100,0.51,Medium
6.8,2.2,3.8,6,5,81,0.55,Medium
5.8,6.0,6.1,1,3,91,0.37,Medium
7.1,3.0,8.9,6,3,100,0.73,High
9.7,2.3,7.1,6,3,61,0.76,High
8.4,3.4,10.0,2,4,90,0.71,High
5.2,2.3,8.4,6,0,100,0.64,Medium
6.6,3.1,7.9,0,1,90,0.51,Medium
7.8,3.3,7.2,2,0,95,0.55,Medium
6.1,7.0,9.8,0,4,84,0.48,Medium
8.0,3.5,5.9,6,0,100,0.6,Medium
9.6,6.0,9.3,5,2,96,0.71,High
6.5,1.7,6.2,2,1,97,0.53,Medium
7.8,5.8,7.2,6,1,100,0.59,Medium
4.8,3.2,5.7,2,5,99,0.44,Medium
6.8,7.0,6.4,7,3,100,0.53,Medium
10.1,2.5,6.0,5,0,100,0.67,High
5.7,4.3,10.0,3,1,75,0.6,Medium
7.3,2.5,10.0,5,0,100,0.74,High
4.8,7.8,9.1,4,2,75,0.47,Medium
7.0,9.1,8.3,4,1,88,0.47,Medium
10.0,4.2,2.1,5,2,100,0.48,Medium
7.5,4.4,9.1,4,5,99,0.68,High
7.3,5.7,10.0,0,2,89,0.55,Medium
6.4,3.3,4.7,7,3,97,0.55,Medium
6.2,6.5,8.9,3,5,91,0.55,Medium
7.2,4.3,4.5,0,5,94,0.39,Medium
5.6,5.2,9.2,6,3,89,0.63,Medium
5.9,7.2,4.7,3,4,100,0.34,Medium
5.8,4.2,10.0,7,2,74,0.71,High
7.1,1.7,7.8,0,4,100,0.58,Medium
5.9,8.8,4.5,5,3,66,0.33,Low
7.0,6.5,6.4,0,4,90,0.39,Medium
5.3,7.5,7.4,7,4,87,0.52,Medium
7.7,4.4,7.3,1,4,84,0.53,Medium
8.3,7.7,6.1,2,2,100,0.42,Medium
7.7,5.3,2.8,7,3,72,0.46,Medium
7.7,6.5,5.9,5,3,100,0.51,Medium
7.6,4.1,8.4,2,4,70,0.61,Medium
8.2,5.0,2.2,4,3,93,0.39,Medium
6.4,5.7,6.7,0,2,100,0.39,Medium
7.5,3.4,5.6,4,3,100,0.55,Medium
4.7,4.8,8.0,6,3,82,0.56,Medium
8.0,1.8,6.3,1,1,98,0.55,Medium
6.8,3.1,5.7,5,2,75,0.56,Medium
4.1,4.0,7.8,2,3,87,0.46,Medium
5.0,2.1,6.2,4,2,76,0.52,Medium
9.7,7.2,8.6,6,3,75,0.68,High
5.1,5.3,3.7,7,0,95,0.39,Medium
5.6,10.0,5.9,5,5,96,0.36,Medium
5.1,3.9,3.8,6,0,86,0.41,Medium
7.8,6.8,6.9,2,5,100,0.48,Medium
10.1,4.4,10.0,4,2,92,0.77,High
8.8,6.7,6.2,5,2,73,0.54,Medium
4.0,1.0,5.8,6,4,96,0.57,Medium
9.6,2.3,4.8,0,4,100,0.53,Medium
9.9,6.3,7.0,3,1,100,0.56,Medium
8.6,6.6,9.2,6,4,70,0.69,High
5.5,1.3,9.6,6,2,78,0.74,High
7.8,6.0,9.3,5,1,100,0.64,Medium
6.5,7.9,6.0,5,4,95,0.44,Medium
5.5,1.7,6.9,3,5,94,0.58,Medium
8.3,9.1,8.3,7,3,100,0.6,Medium
7.4,3.4,10.0,7,5,100,0.81,High
7.2,4.9,8.9,7,1,99,0.69,High
7.1,6.3,7.1,1,1,100,0.43,Medium
7.4,1.0,4.8,3,1,98,0.54,Medium
5.9,8.5,8.8,6,5,92,0.55,Medium
7.8,5.2,4.1,7,2,98,0.51,Medium
7.7,2.9,6.6,4,4,100,0.62,Medium
6.4,9.1,8.1,3,4,77,0.44,Medium
7.5,8.3,7.3,2,0,84,0.41,Medium
4.0,5.4,7.4,5,3,85,0.48,Medium
5.2,5.8,4.8,0,2,99,0.27,Low
5.4,2.1,6.3,0,4,69,0.46,Medium
6.1,3.6,10.0,2,5,100,0.64,Medium
5.2,7.8,4.6,6,0,100,0.34,Medium
5.9,6.5,5.2,7,5,83,0.48,Medium
8.9,1.0,5.3,4,3,100,0.65,Medium
7.5,1.5,9.5,5,1,88,0.77,High
7.4,5.3,6.1,3,3,100,0.49,Medium
6.6,3.2,5.1,4,2,100,0.5,Medium
5.4,4.7,10.0,3,1,96,0.58,Medium
5.8,7.5,3.5,2,4,90,0.26,Low
4.0,3.6,6.3,1,0,89,0.37,Medium
9.7,2.5,4.3,0,0,100,0.47,Medium
6.5,4.5,7.7,4,0,100,0.55,Medium
7.6,6.7,7.0,4,2,92,0.51,Medium
7.1,4.1,5.1,7,5,89,0.59,Medium
4.7,7.8,4.3,7,0,100,0.33,Medium
5.6,4.1,6.8,3,1,100,0.48,Medium
5.3,4.5,6.2,4,3,92,0.47,Medium
4.5,4.2,5.0,3,2,70,0.38,Medium
6.6,5.4,8.1,6,0,88,0.59,Medium
5.6,7.0,9.2,4,4,83,0.54,Medium
7.1,2.6,7.2,2,1,96,0.56,Medium
8.8,6.9,8.7,5,3,99,0.64,Medium
6.2,5.4,7.9,7,4,91,0.62,Medium
8.8,9.9,5.8,0,1,100,0.31,Low
9.0,7.5,4.8,2,5,54,0.42,Medium
6.4,6.2,5.5,4,2,90,0.42,Medium
4.3,3.5,7.1,2,1,87,0.44,Medium
7.8,5.1,8.0,6,0,92,0.63,Medium
6.2,2.8,7.0,4,5,92,0.6,Medium
7.4,2.4,3.1,4,2,94,0.47,Medium
8.6,8.2,7.8,2,5,95,0.51,Medium
6.0,7.5,6.1,1,5,97,0.35,Medium
7.6,5.8,9.1,6,3,100,0.67,High
5.8,3.5,8.3,3,2,98,0.57,Medium
7.7,5.6,9.4,4,1,100,0.63,Medium
5.7,5.1,9.3,3,4,89,0.58,Medium
6.2,5.0,6.0,3,2,100,0.45,Medium
7.9,7.9,6.2,3,5,100,0.45,Medium
8.7,1.0,5.5,0,1,90,0.54,Medium
8.0,7.2,1.0,7,1,100,0.33,Low
7.5,7.2,8.9,2,1,100,0.51,Medium
7.7,6.0,4.3,7,2,97,0.5,Medium
6.8,5.6,4.4,4,1,50,0.4,Medium
6.2,7.7,8.2,5,0,68,0.49,Medium
5.4,4.7,6.2,2,0,99,0.4,Medium
7.2,6.6,6.4,7,1,77,0.54,Medium
4.7,4.3,5.7,6,3,81,0.49,Medium
7.2,1.0,10.0,5,4,98,0.81,High
7.7,2.8,4.1,2,2,72,0.46,Medium
8.6,7.4,6.3,7,2,67,0.56,Medium
6.3,5.7,5.4,7,1,93,0.5,Medium
7.8,4.8,5.9,2,2,75,0.48,Medium
6.9,10.0,8.3,3,3,90,0.43,Medium
6.4,6.5,7.1,3,3,100,0.46,Medium
8.3,3.7,8.7,1,2,92,0.61,Medium
4.7,5.8,5.0,1,2,100,0.29,Low
8.3,5.8,4.4,6,5,100,0.52,Medium
8.4,1.6,3.2,1,3,100,0.46,Medium
8.2,3.6,10.0,7,1,83,0.8,High
5.3,4.0,6.2,3,4,100,0.47,Medium
6.8,1.0,3.7,5,0,96,0.52,Medium
7.9,7.6,8.8,2,4,100,0.53,Medium
7.8,4.4,7.4,5,3,96,0.63,Medium
4.0,3.7,6.8,4,3,100,0.48,Medium
7.4,7.3,6.2,3,1,73,0.42,Medium
5.5,2.6,7.2,1,3,97,0.5,Medium
6.6,9.4,5.5,2,5,92,0.32,Low
4.0,4.2,7.2,2,1,86,0.42,Medium
6.8,5.3,8.9,3,1,74,0.57,Medium
7.8,5.5,8.2,6,1,100,0.64,Medium
9.1,6.1,7.1,4,0,100,0.56,Medium
7.7,5.5,10.0,2,2,75,0.62,Medium
7.7,6.5,7.6,2,1,99,0.49,Medium
8.6,6.1,6.6,4,4,63,0.56,Medium
5.4,2.6,6.1,4,2,65,0.52,Medium
8.1,4.0,6.6,3,0,100,0.54,Medium
6.1,6.2,8.1,0,0,82,0.41,Medium
7.9,7.2,4.4,2,2,62,0.35,Medium
8.8,4.2,7.2,4,2,94,0.62,Medium
5.2,2.5,10.0,0,3,82,0.58,Medium
7.4,3.1,5.8,2,1,96,0.5,Medium
6.2,1.5,8.5,2,1,92,0.61,Medium
6.1,3.7,9.1,0,4,92,0.55,Medium
7.5,4.0,8.0,7,0,75,0.68,High
9.4,4.9,6.0,1,3,100,0.51,Medium
8.5,7.9,7.3,5,0,82,0.52,Medium
9.0,1.3,7.0,5,3,96,0.74,High
6.8,5.9,7.0,1,1,96,0.43,Medium
9.1,8.1,6.9,0,3,74,0.43,Medium
10.5,3.6,7.0,1,5,100,0.64,Medium
4.0,3.1,9.3,0,1,95,0.48,Medium
6.1,4.2,4.3,6,5,77,0.49,Medium
9.8,6.4,5.0,4,1,100,0.5,Medium
7.1,3.1,7.8,2,4,79,0.59,Medium
8.1,7.3,3.5,1,1,93,0.29,Low
6.0,7.1,5.9,4,3,100,0.41,Medium
8.4,4.9,5.5,1,5,92,0.48,Medium
9.6,5.7,4.1,6,3,92,0.54,Medium
6.4,6.2,5.4,5,4,59,0.46,Medium
9.0,8.6,6.5,3,4,77,0.47,Medium
6.7,5.4,6.6,6,5,95,0.57,Medium
5.7,8.9,4.3,6,2,76,0.33,Low
7.3,2.6,7.6,1,2,100,0.57,Medium
8.9,3.3,7.1,0,0,100,0.54,Medium
6.0,10.0,2.8,3,3,100,0.18,Low
7.2,7.3,6.4,0,5,100,0.38,Medium
9.1,2.3,6.8,2,2,91,0.62,Medium
7.1,2.0,10.0,3,4,89,0.74,High
6.2,7.3,5.8,2,3,71,0.36,Medium
10.0,4.0,3.7,7,1,97,0.59,Medium
8.3,4.9,10.0,3,0,84,0.66,Medium
6.3,5.1,3.8,0,5,100,0.31,Low
7.1,5.9,6.4,2,5,76,0.47,Medium
5.8,4.5,9.5,6,5,93,0.68,High
5.3,4.7,5.0,1,2,74,0.34,Medium
7.2,3.5,9.5,7,4,81,0.77,High
5.2,8.8,10.0,5,0,100,0.5,Medium
5.6,5.7,7.3,2,4,73,0.45,Medium
6.7,6.4,8.0,1,4,100,0.47,Medium
8.4,8.6,2.4,6,2,100,0.35,Medium
6.2,4.4,5.5,1,4,73,0.41,Medium
6.8,5.5,6.9,4,4,95,0.53,Medium
6.3,6.7,6.5,6,4,92,0.51,Medium
7.4,3.2,6.0,3,2,82,0.54,Medium
7.4,6.0,4.9,7,0,94,0.49,Medium
4.5,3.7,7.3,1,0,100,0.42,Medium
6.4,5.1,2.9,4,4,98,0.37,Medium
8.1,3.4,4.2,7,0,100,0.56,Medium
4.7,5.1,8.3,1,3,100,0.45,Medium
7.2,1.0,9.0,2,1,80,0.68,High
8.7,2.8,6.5,2,5,97,0.61,Medium
8.9,2.9,7.7,3,4,67,0.68,High
4.7,5.4,8.7,3,1,83,0.49,Medium
6.7,8.3,6.3,2,1,72,0.35,Medium
7.2,4.3,6.3,5,0,94,0.54,Medium
6.5,1.3,7.3,0,3,100,0.55,Medium
8.0,5.2,4.5,2,2,89,0.42,Medium
9.1,6.1,4.4,5,5,100,0.52,Medium
6.3,5.4,9.2,3,1,76,0.56,Medium
8.9,6.3,4.6,5,0,92,0.47,Medium
8.4,4.7,8.5,1,5,77,0.6,Medium
7.7,2.1,10.0,4,3,98,0.77,High
8.8,7.9,6.5,6,0,97,0.53,Medium
5.3,6.9,4.9,4,3,96,0.35,Medium
5.6,3.9,6.0,3,1,73,0.45,Medium
5.8,9.1,6.9,6,3,99,0.44,Medium
5.0,8.1,9.3,3,1,100,0.45,Medium
7.9,6.5,7.0,4,2,74,0.52,Medium
5.2,2.6,4.4,5,3,97,0.47,Medium
7.0,4.8,9.3,7,2,90,0.71,High
4.8,3.0,7.5,7,3,86,0.62,Medium
8.6,6.8,5.1,1,0,96,0.37,Medium
6.8,6.2,5.9,7,1,83,0.52,Medium
9.2,2.3,7.3,2,2,88,0.65,Medium
6.2,6.7,3.9,3,2,99,0.32,Low
8.4,5.1,10.0,7,3,100,0.78,High
7.1,3.3,6.9,0,3,73,0.5,Medium
4.0,1.2,5.7,0,2,90,0.4,Medium
6.8,6.9,7.3,4,3,90,0.5,Medium
5.6,5.6,10.0,4,4,97,0.61,Medium
6.4,5.6,8.6,0,3,90,0.48,Medium
4.5,6.0,7.0,6,4,100,0.49,Medium
5.4,5.4,5.4,0,1,65,0.31,Low
6.0,5.5,5.4,4,4,67,0.44,Medium
8.0,3.5,9.3,7,2,100,0.77,High
5.0,2.5,8.0,5,5,99,0.63,Medium
7.3,8.3,6.5,6,4,74,0.5,Medium
6.8,2.5,7.2,6,2,100,0.66,Medium
6.5,7.0,8.4,7,3,84,0.6,Medium
6.8,1.5,9.5,4,5,79,0.75,High
8.9,3.9,4.9,0,3,94,0.46,Medium
4.1,8.3,4.3,7,0,65,0.3,Low
7.1,7.5,2.9,5,5,100,0.36,Medium
6.3,6.9,9.7,3,4,96,0.56,Medium
10.4,5.9,8.4,1,5,93,0.63,Medium
6.8,2.0,9.6,1,1,94,0.64,Medium
5.3,5.8,6.6,1,2,74,0.37,Medium
6.4,6.5,5.8,7,5,100,0.52,Medium
5.9,10.0,5.6,6,4,59,0.37,Medium
6.8,4.5,6.4,0,3,79,0.43,Medium
8.2,4.8,8.6,3,2,85,0.62,Medium
4.0,3.0,5.7,7,5,100,0.54,Medium
6.4,6.0,6.5,1,3,53,0.41,Medium
7.5,6.1,6.4,3,1,100,0.47,Medium
5.4,5.2,5.9,7,5,75,0.53,Medium
7.5,4.0,10.0,7,1,96,0.76,High
7.6,4.5,8.0,7,3,92,0.69,High
7.3,3.9,5.4,1,0,73,0.43,Medium
7.6,3.4,10.0,3,3,100,0.7,High
6.3,4.5,8.6,6,0,100,0.62,Medium
9.8,7.0,7.0,0,3,89,0.48,Medium
7.1,2.8,7.6,3,2,100,0.6,Medium
10.8,4.7,6.2,4,5,100,0.66,Medium
4.0,3.3,3.9,7,2,100,0.44,Medium
7.9,5.5,8.0,1,1,88,0.51,Medium
6.0,8.4,6.5,6,0,98,0.42,Medium
6.6,4.0,4.2,4,1,100,0.43,Medium
6.0,1.0,6.5,0,4,62,0.52,Medium
7.0,4.8,8.7,6,0,100,0.64,Medium
6.9,10.0,6.3,5,5,100,0.41,Medium
5.8,7.6,1.5,0,0,98,0.1,Low
7.2,4.1,6.4,5,4,89,0.58,Medium
8.1,4.0,7.5,0,1,99,0.52,Medium
8.7,6.7,8.9,6,5,55,0.69,High
9.3,7.2,10.0,1,5,95,0.62,Medium
8.4,2.0,4.6,4,1,100,0.56,Medium
6.3,2.6,5.6,0,0,91,0.41,Medium
6.3,2.6,6.8,4,0,97,0.56,Medium
5.1,2.5,4.0,7,4,99,0.51,Medium
4.7,4.8,7.9,4,1,100,0.5,Medium
5.8,6.6,6.0,6,0,94,0.45,Medium
5.8,3.6,6.1,2,5,59,0.48,Medium
6.4,4.3,6.4,5,1,100,0.53,Medium
6.1,5.5,9.5,4,0,85,0.58,Medium
5.9,5.4,8.8,2,3,100,0.52,Medium
7.7,6.1,7.0,0,4,71,0.45,Medium
4.8,2.8,4.7,5,3,98,0.47,Medium
6.2,4.2,6.4,4,1,90,0.5,Medium
5.5,1.0,6.7,3,2,97,0.56,Medium
7.0,3.4,8.3,3,0,100,0.59,Medium
4.0,1.0,8.9,0,3,100,0.54,Medium
7.9,1.0,6.6,6,5,77,0.73,High
8.2,4.6,8.7,0,5,100,0.58,Medium
5.7,3.6,7.9,5,1,92,0.59,Medium
7.3,3.9,9.2,6,5,100,0.74,High
5.6,5.9,6.7,2,3,84,0.42,Medium
7.6,5.0,6.3,2,4,100,0.5,Medium
5.8,2.8,10.0,5,2,72,0.7,High
8.9,3.3,7.1,1,4,100,0.59,Medium
9.1,2.3,5.3,1,4,97,0.56,Medium
9.3,1.0,8.2,0,3,94,0.68,High
6.6,1.7,8.5,4,2,100,0.68,High
6.9,5.7,5.9,6,2,97,0.52,Medium
7.6,7.2,8.6,7,1,100,0.62,Medium
7.9,7.6,7.9,7,3,100,0.61,Medium
7.6,7.6,8.9,5,2,95,0.58,Medium
6.5,6.5,5.7,0,0,73,0.32,Low
9.3,7.4,5.9,0,1,100,0.4,Medium
5.9,5.5,5.5,7,3,100,0.51,Medium
7.2,4.0,8.9,5,3,100,0.68,High
7.2,8.4,6.5,5,5,95,0.48,Medium
5.9,7.5,4.4,2,3,61,0.29,Low
8.0,6.5,5.1,2,3,86,0.41,Medium
7.4,3.7,5.9,4,2,100,0.54,Medium
7.2,6.2,7.0,5,2,100,0.53,Medium
9.4,4.5,6.8,1,2,82,0.55,Medium
6.9,4.1,9.8,3,1,79,0.64,Medium
8.3,5.1,9.2,5,5,94,0.71,High
7.1,8.1,6.1,3,4,81,0.41,Medium
8.9,6.0,4.1,6,0,73,0.49,Medium
8.9,7.0,6.1,3,5,100,0.51,Medium
8.1,3.7,10.0,6,0,100,0.76,High
7.9,1.0,6.1,4,4,100,0.66,Medium
8.6,5.7,6.6,7,4,93,0.64,Medium
9.2,7.3,4.5,5,5,93,0.49,Medium
7.0,3.9,7.5,4,1,100,0.58,Medium
5.9,5.1,6.0,0,0,80,0.35,Medium
8.1,3.6,7.9,5,3,98,0.68,High
7.6,4.1,7.6,4,4,100,0.62,Medium
6.5,3.6,5.7,3,5,77,0.51,Medium
6.4,1.8,5.3,0,3,100,0.45,Medium
10.9,6.0,10.0,7,0,100,0.81,High
7.8,4.8,8.3,3,5,68,0.62,Medium
5.2,4.7,9.5,4,3,96,0.6,Medium
6.0,4.0,8.0,2,4,95,0.54,Medium
8.0,2.8,6.0,0,4,90,0.51,Medium
8.6,8.9,3.4,5,3,93,0.37,Medium
4.9,2.2,8.4,2,4,92,0.57,Medium
4.1,4.6,6.3,4,0,79,0.41,Medium
5.5,7.9,6.1,1,5,49,0.32,Low
6.3,4.9,6.4,4,4,97,0.51,Medium
4.0,10.0,6.1,1,4,77,0.21,Low
7.4,2.6,6.8,7,4,95,0.7,High
8.3,5.3,5.3,2,2,71,0.45,Medium
5.3,4.2,9.7,0,5,94,0.54,Medium
6.7,4.1,8.7,4,3,72,0.63,Medium
8.8,5.5,10.0,5,0,100,0.71,High
4.4,1.5,6.3,2,2,78,0.48,Medium
7.4,6.8,6.6,6,2,83,0.53,Medium
7.0,8.2,1.7,4,2,82,0.24,Low
8.6,6.0,9.4,4,2,97,0.66,Medium
6.8,4.7,6.7,5,4,97,0.57,Medium
5.7,6.8,8.5,5,2,67,0.53,Medium
6.1,4.8,8.0,5,4,100,0.59,Medium
6.4,9.6,1.1,6,1,95,0.19,Low
8.7,4.9,6.6,0,1,91,0.47,Medium
6.2,1.8,9.7,3,3,83,0.69,High
7.8,5.9,7.4,6,4,59,0.62,Medium
7.1,3.4,9.0,2,5,93,0.64,Medium
8.3,1.7,4.6,2,0,77,0.51,Medium
4.8,7.8,8.2,4,3,93,0.44,Medium
6.1,9.8,9.0,4,0,68,0.44,Medium
8.3,6.9,8.6,0,2,96,0.49,Medium
6.0,6.3,6.5,2,5,100,0.43,Medium
7.7,7.4,6.1,6,5,100,0.53,Medium
6.8,5.6,6.9,7,3,96,0.59,Medium
9.7,5.3,9.1,1,4,97,0.64,Medium
8.1,1.0,9.0,3,3,62,0.75,High
7.7,7.2,1.0,6,3,100,0.32,Low
6.6,3.9,8.2,0,3,73,0.52,Medium
5.5,4.1,4.2,7,1,72,0.47,Medium
9.5,5.9,4.2,6,2,100,0.53,Medium
6.4,5.2,8.2,1,5,87,0.51,Medium
6.7,7.0,5.2,2,0,94,0.34,Medium
7.0,2.6,6.1,6,3,98,0.62,Medium
5.1,4.9,10.0,4,5,98,0.62,Medium
8.6,3.1,5.4,5,4,100,0.62,Medium
7.7,5.2,5.7,5,5,79,0.55,Medium
7.9,4.7,6.5,6,1,100,0.59,Medium
9.6,4.2,6.5,6,4,100,0.69,High
5.9,5.0,5.4,5,0,100,0.45,Medium
8.1,8.0,7.0,0,4,81,0.41,Medium
9.0,6.8,9.1,2,4,100,0.6,Medium
11.1,6.4,8.4,5,5,86,0.73,High
8.7,7.1,5.4,2,5,72,0.45,Medium
8.1,4.3,6.5,7,4,97,0.66,Medium
10.1,2.9,4.6,6,0,96,0.63,Medium
7.9,5.3,6.0,4,1,100,0.51,Medium
6.5,2.5,7.6,7,5,93,0.71,High
8.4,1.3,4.2,4,1,91,0.57,Medium
5.9,4.1,5.1,3,0,100,0.41,Medium
7.4,4.4,7.7,3,5,99,0.59,Medium
7.0,4.3,7.4,1,3,96,0.51,Medium
5.1,1.0,8.5,1,5,85,0.6,Medium
8.5,4.7,7.4,3,5,100,0.61,Medium
8.3,4.0,7.7,6,0,77,0.67,Medium
8.0,8.1,2.6,5,4,93,0.35,Medium
8.9,9.6,7.9,0,4,95,0.43,Medium
5.5,5.9,4.7,2,5,96,0.35,Medium
6.1,4.5,7.1,7,3,79,0.61,Medium
6.3,1.0,6.1,4,2,72,0.59,Medium
7.2,6.8,7.6,0,3,100,0.43,Medium
8.0,6.9,7.9,0,4,89,0.47,Medium
5.9,9.2,7.4,7,5,86,0.5,Medium
8.2,6.2,9.2,0,5,100,0.56,Medium
6.1,8.5,6.7,6,5,68,0.47,Medium
10.1,4.7,6.2,3,1,98,0.58,Medium
9.1,4.5,6.5,4,3,81,0.61,Medium
7.3,5.7,8.7,5,2,90,0.62,Medium
4.1,4.9,7.7,4,4,98,0.49,Medium
10.8,3.7,7.3,1,1,87,0.63,Medium
8.7,6.5,8.9,7,0,100,0.68,High
6.7,8.7,4.5,0,1,75,0.22,Low
6.8,5.5,6.8,0,0,100,0.4,Medium
8.2,6.8,4.9,1,3,98,0.38,Medium
5.9,3.3,5.8,4,5,96,0.53,Medium
5.4,4.0,10.0,0,5,100,0.56,Medium
6.0,2.7,5.4,6,1,100,0.55,Medium
7.5,4.9,9.3,4,0,100,0.63,Medium
7.7,4.5,9.4,0,3,85,0.58,Medium
6.5,1.6,4.3,0,5,91,0.44,Medium
6.0,1.9,2.9,0,0,89,0.32,Low
10.1,5.4,8.1,6,3,78,0.72,High
7.4,7.4,2.7,3,0,100,0.27,Low
7.3,3.3,8.0,2,1,82,0.58,Medium
9.7,6.7,5.3,3,4,100,0.5,Medium
9.3,4.7,6.4,2,1,86,0.54,Medium
7.8,1.9,8.3,5,0,98,0.71,High
7.0,7.1,7.2,1,2,91,0.41,Medium
6.9,5.0,9.2,6,2,64,0.67,High
8.5,6.8,10.0,3,4,100,0.65,Medium
8.0,2.2,4.9,2,3,100,0.52,Medium
7.6,2.2,3.4,6,1,100,0.53,Medium
6.1,5.9,7.0,4,4,99,0.5,Medium
8.2,3.2,9.5,2,2,100,0.68,High
6.4,2.7,8.9,5,1,94,0.67,High
7.8,6.2,8.9,4,1,74,0.6,Medium
7.2,3.8,4.3,5,1,74,0.49,Medium
9.0,5.1,9.7,0,4,100,0.63,Medium
6.1,5.0,7.9,4,3,93,0.55,Medium
11.2,5.1,3.5,5,3,100,0.56,Medium
6.6,7.3,7.6,2,3,83,0.44,Medium
7.5,2.9,5.9,7,2,100,0.64,Medium
4.0,8.5,9.1,3,5,89,0.43,Medium
10.3,1.0,7.2,7,4,100,0.85,High
7.6,3.2,10.0,5,1,95,0.74,High
7.0,6.3,10.0,4,3,79,0.63,Medium
9.1,5.9,8.0,7,5,100,0.71,High
6.8,8.0,6.6,0,1,74,0.33,Low
5.2,2.9,5.5,5,0,100,0.49,Medium
7.6,6.1,5.6,0,1,95,0.37,Medium
4.0,8.1,6.3,7,2,79,0.4,Medium
10.4,6.6,2.9,1,1,87,0.36,Medium
7.7,5.0,5.3,4,5,99,0.52,Medium
6.1,4.7,6.5,2,3,78,0.46,Medium
8.4,3.7,5.7,3,2,81,0.54,Medium
4.0,6.2,6.3,0,2,100,0.28,Low
6.8,4.9,3.8,2,1,70,0.35,Medium
5.5,8.7,3.1,7,2,94,0.3,Low
8.1,7.4,5.7,2,2,100,0.41,Medium
5.6,4.3,7.5,5,3,62,0.56,Medium
5.8,8.0,4.7,6,0,66,0.36,Medium
5.2,3.4,6.8,3,0,97,0.48,Medium
7.5,2.5,8.6,6,1,100,0.73,High
7.1,6.1,6.7,7,5,94,0.59,Medium
6.1,7.8,9.2,1,4,92,0.46,Medium
6.1,8.2,5.0,3,0,89,0.3,Low
10.5,3.0,8.0,5,2,84,0.77,High
6.3,6.9,5.8,3,0,85,0.37,Medium
5.5,5.2,5.8,1,3,97,0.37,Medium
5.3,4.4,2.5,7,4,99,0.41,Medium
7.1,5.2,7.8,2,5,61,0.54,Medium
6.0,7.9,8.0,2,4,98,0.43,Medium
8.4,6.5,7.7,0,3,84,0.48,Medium
8.3,8.1,7.4,7,4,100,0.6,Medium
5.4,5.5,8.5,0,3,67,0.44,Medium
7.8,3.5,8.7,3,2,90,0.65,Medium
9.2,8.3,5.2,2,1,79,0.39,Medium
8.3,5.3,7.3,4,3,91,0.59,Medium
6.6,5.1,6.6,5,3,82,0.54,Medium
8.2,4.3,9.0,5,1,85,0.69,High
7.9,5.3,6.8,5,2,78,0.57,Medium
5.1,6.4,7.6,7,5,100,0.56,Medium
7.4,3.9,3.9,3,4,93,0.45,Medium
7.0,7.3,4.6,5,4,96,0.42,Medium
7.7,4.3,7.1,3,0,72,0.54,Medium
5.8,3.8,5.2,2,5,100,0.44,Medium
8.9,4.0,7.8,6,0,88,0.69,High
8.5,2.5,5.8,3,2,70,0.58,Medium
6.3,6.0,5.2,5,0,83,0.42,Medium
4.8,5.1,8.5,6,2,100,0.57,Medium
7.0,8.9,5.8,4,0,100,0.36,Medium
6.7,6.9,5.2,7,5,100,0.5,Medium
5.6,7.6,6.8,2,0,83,0.35,Medium
7.5,4.1,6.6,5,5,96,0.61,Medium
7.0,3.8,5.8,5,0,84,0.53,Medium
